,dias_cursado,semestre_año,nota_final_materia,fecha_mesa_epoch,nombre_examen,nota_parcial,id_tarea,nombre_de_la_tarea,fecha_creacion_tarea,vencimiento_tarea,apertura_tarea,cierre_tarea,puntos_posibles,nombre_entrega,id_entrega_tarea,puntaje,formato_entrega,fecha_entrega,fecha_correccion,fecha_creacion_tarea,id_usuario,id_curso,nombre_curso,legajo
24474,19,1-2022,9.0,1649635200.0,PRIMER PARCIAL(20),8.0,205297.0,Actividad Práctica Integradora 1 [API1],1647447904.0,1649645999.0,1647831600.0,1649645999.0,100.0,Trabajo Práctico 1 [TP1],0b5b7b26-0062-4484-995d-be95dbbfcca6,56.0,online_upload,1649635183.0,1650433984.0,1659392827.0,0d92705f-1988-4a89-aaa8-be965d5e5dbd,1ed12853-195b-480e-bf30-4763963317d4,Right-sized context-sensitive complexity,206263IGB
25179,20,1-2022,6.0,1649808000.0,PRIMER PARCIAL(20),6.0,205861.0,Trabajo Práctico 1 [TP1],1647456299.0,1649732399.0,1647831600.0,1649732399.0,100.0,Trabajo Práctico 1 [TP1],213c4743-3a58-4fba-a1ce-68909702eaec,67.0,online_upload,1649719103.0,1651173458.0,1659392827.0,047ae353-fe0e-4f0d-bae4-1edc406895ae,315d9355-3583-4e8a-8a25-6677140a11d7,Customer-focused multi-state open architecture,076791FDG
25640,25,1-2022,8.0,1654473600.0,PRIMER PARCIAL(20),8.0,213629.0,Actividad Práctica Integradora 1 [API1],1651516479.0,1654484399.0,1653274800.0,1654484399.0,100.0,Trabajo Práctico 2 [TP2],e1e0a5e5-23e6-46d4-b67e-71310e4b87f6,45.0,basic_lti_launch,1654547141.0,1654547142.0,1659392827.0,311a1211-206c-4735-92ae-cbac4416db84,93db358f-56a9-4b84-adad-131142612684,Fully-configurable mobile parallelism,083332AON
25641,25,1-2022,8.0,1654473600.0,PRIMER PARCIAL(20),8.0,213629.0,Actividad Práctica Integradora 1 [API1],1651516479.0,1654484399.0,1653274800.0,1654484399.0,100.0,Trabajo Práctico 1 [TP1],860690a1-8b4a-4c43-95eb-8d750f3bab82,95.0,basic_lti_launch,1654546340.0,1654546342.0,1659392827.0,311a1211-206c-4735-92ae-cbac4416db84,93db358f-56a9-4b84-adad-131142612684,Fully-configurable mobile parallelism,083332AON
25864,51,1-2022,9.0,1657065600.0,SEGUNDO PARCIAL(20),8.0,207206.0,Trabajo Práctico 4 [TP4],1648237443.0,1656989999.0,1647831600.0,1656989999.0,100.0,Trabajo Práctico 4 [TP4],15471815-dc1a-42e7-844c-7177146cccc5,40.0,online_upload,1656965321.0,1658370144.0,1659392827.0,5d011c7e-6750-402b-8ba4-fe42a75c2f69,2b14592a-d74c-4443-914d-fa4dcb4da9da,Programmable methodical hub,524702SRP
27552,52,1-2022,7.0,1656979200.0,SEGUNDO PARCIAL(20),8.0,195333.0,Trabajo Práctico 4 [TP4],1645728370.0,1656989999.0,1647831600.0,1656989999.0,100.0,Trabajo Práctico 4 [TP4],3a54368a-e390-4a96-bbfd-55b6fa31b714,85.0,online_upload,1656965108.0,1657503912.0,1659392827.0,5a3a5b37-ddc1-4d96-80bd-fa300dcd01dd,af630619-d048-463a-a62c-5764f36ae1d3,Future-proofed zero tolerance ability,668776XFB
29365,29,1-2022,9.0,1651449600.0,PRIMER PARCIAL(20),8.0,198358.0,Actividad Práctica Integradora 2 [API2],1645736205.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 1 [TP1],2f1f9b4d-cc23-4112-b4fa-49247b42b80a,80.0,online_quiz,1651459555.0,1651459555.0,1659392827.0,e621d1f3-c14e-48ff-bf0b-be750deb4e8a,174706f5-05dc-40d1-9288-5e8b6739562e,Visionary dynamic system engine,564946FWO
29366,29,1-2022,9.0,1651449600.0,PRIMER PARCIAL(20),8.0,198358.0,Actividad Práctica Integradora 2 [API2],1645736205.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 2 [TP2],e9be5566-a69c-4e04-b74e-376b59422bca,77.08333333333333,online_quiz,1651529628.0,1651529628.0,1659392827.0,e621d1f3-c14e-48ff-bf0b-be750deb4e8a,174706f5-05dc-40d1-9288-5e8b6739562e,Visionary dynamic system engine,564946FWO
29619,29,1-2022,8.0,1651449600.0,PRIMER PARCIAL(20),7.0,199242.0,Actividad Práctica Integradora 2 [API2],1645736374.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 2 [TP2],8320425c-4159-40ab-be81-b0635b264c90,80.0,online_quiz,1651520754.0,1651520754.0,1659392827.0,c30621de-f53d-4f95-9fa9-8c39e9097789,f53b0ea1-c6ee-46f9-8bdd-5a7e5df9d194,Polarized contextually-based adapter,586025MJB
29620,29,1-2022,8.0,1651449600.0,PRIMER PARCIAL(20),7.0,199242.0,Actividad Práctica Integradora 2 [API2],1645736374.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 1 [TP1],24f686ac-acfd-4a09-a4b5-212d132dcaf0,77.08333333333333,online_quiz,1651505456.0,1651505456.0,1659392827.0,c30621de-f53d-4f95-9fa9-8c39e9097789,f53b0ea1-c6ee-46f9-8bdd-5a7e5df9d194,Polarized contextually-based adapter,586025MJB
30029,40,1-2022,10.0,1651536000.0,SEGUNDO PARCIAL(20),10.0,197379.0,Actividad Práctica Integradora 3 [API3],1645735645.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 3 [TP3],13a70d81-2ad3-435e-b5b7-d682a17ba30f,100.0,online_quiz,1651520146.0,1651520146.0,1659392827.0,8d6a4bd4-7161-4477-a96f-8570cfd74f65,cce23bee-aa56-4c85-a638-4d6bc2c8976a,Realigned regional attitude,316212RDA
30030,40,1-2022,10.0,1651536000.0,SEGUNDO PARCIAL(20),10.0,197379.0,Actividad Práctica Integradora 3 [API3],1645735645.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 4 [TP4],7c77728b-3d27-4b4f-90dc-69050e212f7b,90.0,online_quiz,1651532668.0,1651532668.0,1659392827.0,8d6a4bd4-7161-4477-a96f-8570cfd74f65,cce23bee-aa56-4c85-a638-4d6bc2c8976a,Realigned regional attitude,316212RDA
30684,53,1-2022,9.0,1657670400.0,SEGUNDO PARCIAL(20),9.0,209139.0,Trabajo Práctico 4 [TP4],1650394623.0,1657594799.0,1653274800.0,1657594799.0,100.0,Trabajo Práctico 4 [TP4],8a1e2f6b-1966-40e2-95cb-54e2f7e71132,90.0,online_upload,1657588316.0,1657748181.0,1659392827.0,a9b9556c-f2ed-4f87-b672-0e1b9416e8a2,3c27d02d-0a6e-4b27-9edc-c808bd85f892,Balanced hybrid synergy,627102HNF
31176,47,1-2022,6.0,1656892800.0,SEGUNDO PARCIAL(20),5.0,209533.0,Actividad Práctica Integradora 3 [API3],1650458696.0,1656903599.0,1653274800.0,1656903599.0,100.0,Trabajo Práctico 4 [TP4],f465b2e8-812a-4bd7-8cd8-ffe3b60e0825,70.0,online_quiz,1656796976.0,1656796977.0,1659392827.0,577f441d-a427-418a-b600-c31e885ea6c7,2c06c384-fe10-42ea-ad62-1d471eab7c89,Customizable 4thgeneration approach,499030WBR
31429,34,1-2022,7.0,1655164800.0,PRIMER PARCIAL(20),7.0,212048.0,Trabajo Práctico 1 [TP1],1650549290.0,1655175599.0,1653274800.0,1655175599.0,100.0,Trabajo Práctico 1 [TP1],094278aa-f8c1-4e72-8d52-b6e8e17b8c3d,100.0,online_upload,1655168269.0,1655257173.0,1659392827.0,284d3951-2d57-4598-967e-25340ec447f3,7bfb456b-0de2-4457-95a8-ddcc06ede020,Expanded didactic secured line,226128YKO
32588,18,1-2022,9.0,1649721600.0,PRIMER PARCIAL(20),10.0,195810.0,Actividad Práctica Integradora 1 [API1],1645728486.0,1649645999.0,1647831600.0,1649645999.0,100.0,Actividad Práctica Integradora 2 [API2],60a1c5c8-ad07-4b5f-82b0-374a7b9097da,100.0,external_tool,1649624530.0,1649624572.0,1659392827.0,4ab3a12a-ac46-491c-ad68-773ad6f21a24,ce5f22a0-4293-4ea0-8c7c-fda7b961e965,Total mobile matrices,793124ZBV
32694,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209436.0,Trabajo Práctico 1 [TP1],1650458690.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 4 - Diagnóstico [ED4],2a3570b4-2319-4fa0-ac60-9eb278371dd4,97.5,online_quiz,1658193529.0,1658193529.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32695,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209436.0,Trabajo Práctico 1 [TP1],1650458690.0,1658199599.0,1653274800.0,1658199599.0,100.0,Evaluación diagnóstica,d3d61611-c9e6-4fc8-8482-645d0bbd8ea0,50.0,online_quiz,1658194118.0,1658194118.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32696,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209436.0,Trabajo Práctico 1 [TP1],1650458690.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 4 - Avanzado [TP4],522e0c81-0966-4e08-8b35-3031d7715d2f,80.0,online_quiz,1658193778.0,1658193778.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32697,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209436.0,Trabajo Práctico 1 [TP1],1650458690.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 1 [TP1],f3d2f6ed-eda0-4fd7-8a0c-acefd3e0c298,80.0,online_quiz,1658188481.0,1658188481.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32698,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209436.0,Trabajo Práctico 1 [TP1],1650458690.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 3 - Diagnóstico [ED3],a30476ac-8826-43e9-89d1-ee1672cda658,85.0,online_quiz,1658191850.0,1658191850.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32699,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209436.0,Trabajo Práctico 1 [TP1],1650458690.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 2 [TP2],bd095407-e929-4288-9a6a-6a1a0cb2a532,72.5,online_quiz,1658189224.0,1658189224.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32700,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209436.0,Trabajo Práctico 1 [TP1],1650458690.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 3 - Avanzado [TP3],8640c9f3-73db-4494-a2c6-14c207c9c052,75.0,online_quiz,1658192091.0,1658192091.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32708,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209453.0,Trabajo Práctico 2 [TP2],1650458691.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 4 - Diagnóstico [ED4],2a3570b4-2319-4fa0-ac60-9eb278371dd4,97.5,online_quiz,1658193529.0,1658193529.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32709,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209453.0,Trabajo Práctico 2 [TP2],1650458691.0,1658199599.0,1653274800.0,1658199599.0,100.0,Evaluación diagnóstica,d3d61611-c9e6-4fc8-8482-645d0bbd8ea0,50.0,online_quiz,1658194118.0,1658194118.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32710,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209453.0,Trabajo Práctico 2 [TP2],1650458691.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 4 - Avanzado [TP4],522e0c81-0966-4e08-8b35-3031d7715d2f,80.0,online_quiz,1658193778.0,1658193778.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32711,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209453.0,Trabajo Práctico 2 [TP2],1650458691.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 1 [TP1],f3d2f6ed-eda0-4fd7-8a0c-acefd3e0c298,80.0,online_quiz,1658188481.0,1658188481.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32712,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209453.0,Trabajo Práctico 2 [TP2],1650458691.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 3 - Diagnóstico [ED3],a30476ac-8826-43e9-89d1-ee1672cda658,85.0,online_quiz,1658191850.0,1658191850.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32713,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209453.0,Trabajo Práctico 2 [TP2],1650458691.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 2 [TP2],bd095407-e929-4288-9a6a-6a1a0cb2a532,72.5,online_quiz,1658189224.0,1658189224.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32714,57,1-2022,7.0,1658188800.0,RECUPERATORIO PRIMER PARCIAL(20),7.0,209453.0,Trabajo Práctico 2 [TP2],1650458691.0,1658199599.0,1653274800.0,1658199599.0,100.0,Trabajo Práctico 3 - Avanzado [TP3],8640c9f3-73db-4494-a2c6-14c207c9c052,75.0,online_quiz,1658192091.0,1658192091.0,1659392827.0,497e68aa-975e-467a-92c8-4cb598558561,d17e238c-c4c6-40d7-8085-801268d6d723,Multi-layered intermediate data-warehouse,026885AZW
32759,40,1-2022,7.0,1651449600.0,SEGUNDO PARCIAL(20),6.0,196650.0,Actividad Práctica Integradora 3 [API3],1645735503.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 3 - Avanzado [TP3],c5d964f3-3dcd-4a11-b241-36fde3feb692,93.33333333333331,online_quiz,1651454450.0,1651454450.0,1659392827.0,5b9ace7a-47ac-4c4b-be73-600159b83ae9,2dd2ca01-a672-4eca-aca7-6fbc8cd01953,Exclusive cohesive framework,595620BFI
32760,40,1-2022,7.0,1651449600.0,SEGUNDO PARCIAL(20),6.0,196650.0,Actividad Práctica Integradora 3 [API3],1645735503.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 4 - Diagnóstico [ED4],2d6228b5-1178-4c02-9c3a-7649dbbbb41f,100.0,online_quiz,1651516846.0,1651516846.0,1659392827.0,5b9ace7a-47ac-4c4b-be73-600159b83ae9,2dd2ca01-a672-4eca-aca7-6fbc8cd01953,Exclusive cohesive framework,595620BFI
32761,40,1-2022,7.0,1651449600.0,SEGUNDO PARCIAL(20),6.0,196650.0,Actividad Práctica Integradora 3 [API3],1645735503.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 3 - Diagnóstico [ED3],83349c59-cc4e-4591-976f-d8b2e65fe39b,90.0,online_quiz,1651451966.0,1651451966.0,1659392827.0,5b9ace7a-47ac-4c4b-be73-600159b83ae9,2dd2ca01-a672-4eca-aca7-6fbc8cd01953,Exclusive cohesive framework,595620BFI
32762,40,1-2022,7.0,1651449600.0,SEGUNDO PARCIAL(20),6.0,196650.0,Actividad Práctica Integradora 3 [API3],1645735503.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 4 - Avanzado [TP4],3b362f38-1a53-46de-9ec3-06ae5cb017cd,90.0,online_quiz,1651517817.0,1651517817.0,1659392827.0,5b9ace7a-47ac-4c4b-be73-600159b83ae9,2dd2ca01-a672-4eca-aca7-6fbc8cd01953,Exclusive cohesive framework,595620BFI
34227,18,1-2022,7.0,1649635200.0,PRIMER PARCIAL(20),7.0,206520.0,Actividad práctica integradora [API1],1647606960.0,1649645999.0,1647831600.0,1649645999.0,100.0,Actividad práctica integradora [API1],5e538c2d-8b2b-4712-8750-a1932daef25c,89.0,online_upload,1649645255.0,1649714270.0,1659392827.0,824f65c1-455d-4101-bc68-da7eecb21f1b,01ef15c9-2c82-455d-b5a7-94195b5f3f34,Enhanced bandwidth-monitored core,196383SWJ
35403,27,1-2022,8.0,1649721600.0,PRIMER PARCIAL(20),8.0,201106.0,Actividad Práctica Integradora 1 [API1],1645796774.0,1649645999.0,1647831600.0,1649645999.0,100.0,Trabajo Práctico 2 [TP2],d1a01d23-131b-477c-8c71-85cd7ef78e20,95.0,online_quiz,1649728027.0,1649728027.0,1659392827.0,46d5ce2d-79ed-4207-a5bd-87b63ffc1de8,b55dee5f-c905-4d8c-8a2e-b4d72fdd0169,Public-key even-keeled service-desk,505929FOH
35404,27,1-2022,8.0,1649721600.0,PRIMER PARCIAL(20),8.0,201106.0,Actividad Práctica Integradora 1 [API1],1645796774.0,1649645999.0,1647831600.0,1649645999.0,100.0,Actividad Práctica Integradora 2 [API2],7b7f9454-9b37-4e3f-b194-f301b6955c5b,81.8,external_tool,1649726408.0,1649726875.0,1659392827.0,46d5ce2d-79ed-4207-a5bd-87b63ffc1de8,b55dee5f-c905-4d8c-8a2e-b4d72fdd0169,Public-key even-keeled service-desk,505929FOH
37730,29,1-2022,5.0,1649635200.0,PRIMER PARCIAL(20),4.0,194617.0,Actividad Práctica Integradora 1 [API1],1645119300.0,1649645999.0,1647831600.0,1649645999.0,100.0,Actividad Práctica Integradora 2 [API2],23ef644c-e0cd-459a-90c3-dccc25f551de,100.0,external_tool,1649636678.0,1649636822.0,1659392827.0,ce3b0c1b-091f-4b15-843f-5199d5cb4a44,68005d22-90dc-42f6-b90a-409714481cbc,Total radical adapter,573414YQK
37731,29,1-2022,5.0,1649635200.0,PRIMER PARCIAL(20),4.0,194617.0,Actividad Práctica Integradora 1 [API1],1645119300.0,1649645999.0,1647831600.0,1649645999.0,100.0,Trabajo Práctico 2 [TP2],34094878-51b2-4254-8008-789142b7e4e8,90.0,online_quiz,1649637787.0,1649637787.0,1659392827.0,ce3b0c1b-091f-4b15-843f-5199d5cb4a44,68005d22-90dc-42f6-b90a-409714481cbc,Total radical adapter,573414YQK
38829,52,1-2022,8.0,1657584000.0,SEGUNDO PARCIAL(20),9.0,213073.0,Trabajo Práctico 4 [TP4],1650570434.0,1657594799.0,1653274800.0,1657594799.0,100.0,Trabajo Práctico 4 [TP4],3179f938-1990-4f11-aa2b-936ebeead337,90.0,online_upload,1657588435.0,1658113079.0,1659392827.0,1f043fbc-2e51-4639-b99a-00e96f86968d,e873a748-c047-4460-9427-f0e33007ee4c,Vision-oriented tertiary intranet,398800TRX
39966,18,1-2022,9.0,1649721600.0,PRIMER PARCIAL(20),9.0,206612.0,Actividad Práctica Integradora 1 [API1],1647791108.0,1649645999.0,1647831600.0,1649645999.0,100.0,Trabajo Práctico 1 [TP1],3e1a2b2d-c452-4c5b-9e57-33fee55b496a,100.0,online_quiz,1649672259.0,1649672259.0,1659392827.0,98194339-4de8-4ac7-808b-4d24d7c93f2f,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,541653RTK
40352,20,1-2022,3.0,1649721600.0,PRIMER PARCIAL(20),6.0,205358.0,Trabajo Práctico 1 [TP1],1647447906.0,1649732399.0,1647831600.0,1649732399.0,100.0,Trabajo Práctico 1 [TP1],4303eb8e-8c34-4006-9463-cd08a007202a,23.0,online_upload,1649731800.0,1650135665.0,1659392827.0,c3971b3f-fe66-45a1-a81a-9426a14d62c5,1ed12853-195b-480e-bf30-4763963317d4,Right-sized context-sensitive complexity,461434CGD
40606,20,1-2022,9.0,1649808000.0,PRIMER PARCIAL(20),8.0,205358.0,Trabajo Práctico 1 [TP1],1647447906.0,1649732399.0,1647831600.0,1649732399.0,100.0,Trabajo Práctico 1 [TP1],92936a38-6975-48de-8abc-0180a1cf52ca,100.0,online_upload,1649717182.0,1650194793.0,1659392827.0,4f57fa5d-8c25-41a3-8867-57dd9160930e,1ed12853-195b-480e-bf30-4763963317d4,Right-sized context-sensitive complexity,153695VQV
42851,35,1-2022,8.0,1655251200.0,PRIMER PARCIAL(20),8.0,208723.0,Trabajo Práctico 1 [TP1],1650394551.0,1655175599.0,1653274800.0,1655175599.0,100.0,Actividad Práctica Integradora 2 [API2],f70400ae-49fb-4bf7-a48e-6d9c0ba5b70f,82.6,external_tool,1655146718.0,1655163599.0,1659392827.0,8fef585f-cd05-4fee-bb3a-089b96645366,82c1edc0-97a9-460e-a0f6-57bae9f3b9f6,Quality-focused leadingedge budgetary management,257301RQU
43234,31,1-2022,7.0,1650240000.0,PRIMER PARCIAL(20),7.0,197412.0,Actividad Práctica Integradora 2 [API2],1645735651.0,1650250799.0,1647831600.0,1650250799.0,100.0,Actividad Práctica Integradora 4 [API4],e80bc28b-0d6e-4e3e-b1f2-42061bceb058,88.2,external_tool,1650226403.0,1650226508.0,1659392827.0,c6075a5e-f132-409b-aaa8-294554583993,daa6e27c-abb4-4d21-9109-fc0de59a750b,Assimilated cohesive contingency,964651HAK
45259,35,1-2022,8.0,1655164800.0,PRIMER PARCIAL(20),7.0,208723.0,Trabajo Práctico 1 [TP1],1650394551.0,1655175599.0,1653274800.0,1655175599.0,100.0,Trabajo Práctico 1 [TP1],a83dd520-c96c-44ea-aa02-7152d77b2d04,70.0,online_upload,1655147980.0,1655301378.0,1659392827.0,fc1d7cca-aba8-4222-987f-afca8b04e538,82c1edc0-97a9-460e-a0f6-57bae9f3b9f6,Quality-focused leadingedge budgetary management,944115CWD
45803,21,1-2022,9.0,1650240000.0,PRIMER PARCIAL(20),3.0,195934.0,Trabajo Práctico 1 [TP1],1645728525.0,1650337199.0,1647831600.0,1650337199.0,100.0,Trabajo Práctico 1 [TP1],f46c0ffb-8d99-4eb5-8b54-88ffbc481a24,80.0,online_upload,1650305996.0,1650659167.0,1659392827.0,02927207-85cf-4640-8388-e4b0352703f7,9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d,Face-to-face incremental instruction set,611014KCP
46519,29,1-2022,9.0,1651449600.0,PRIMER PARCIAL(20),8.0,199242.0,Actividad Práctica Integradora 2 [API2],1645736374.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 2 [TP2],fb2b9741-7e59-400b-849d-5577b52ad9ab,67.5,online_quiz,1651543314.0,1651543314.0,1659392827.0,56c5763a-6da3-4860-b01f-dd69bdb8c6d5,f53b0ea1-c6ee-46f9-8bdd-5a7e5df9d194,Polarized contextually-based adapter,756624DPH
46636,20,1-2022,6.0,1649721600.0,PRIMER PARCIAL(20),5.0,205390.0,Trabajo Práctico 1 [TP1],1647447907.0,1649732399.0,1647831600.0,1649732399.0,100.0,Trabajo Práctico 1 [TP1],5232a4a3-148b-4b5a-b40c-1e240e1b81bb,60.0,online_upload,1649726479.0,1649763648.0,1659392827.0,51c2bd7b-d2f8-4e54-a389-324bb95db332,bf8d7a98-903d-4dea-b4d2-275394aa0a06,Customer-focused local moratorium,548681EFF
47441,39,1-2022,6.0,1655769600.0,PRIMER PARCIAL(20),5.0,208997.0,Actividad Práctica Integradora 2 [API2],1650394601.0,1655693999.0,1653274800.0,1655693999.0,100.0,Actividad Práctica Integradora 2 [API2],16b18b5a-67fc-4db6-990c-7e8c4107d96c,100.0,external_tool,1655691474.0,1655691873.0,1659392827.0,57a3dacb-1e81-4e62-a7c9-265c34a33692,e14f5a9d-992e-4d5f-b9e2-a0c723b4219b,Cloned radical algorithm,379533FRB
48555,40,1-2022,9.0,1651536000.0,SEGUNDO PARCIAL(20),9.0,196333.0,Actividad Práctica Integradora 3 [API3],1645735485.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 4 [TP4],3c908bf9-ddc1-4df3-bf6a-0657797e3786,100.0,basic_lti_launch,1651516463.0,1651516465.0,1659392827.0,efb28aa9-89bd-4fa8-853f-e695f05b57a9,16634899-514c-433a-b326-ba4050035b07,Sharable client-driven implementation,734833CSJ
48556,40,1-2022,9.0,1651536000.0,SEGUNDO PARCIAL(20),9.0,196333.0,Actividad Práctica Integradora 3 [API3],1645735485.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 3 [TP3],c5f0aaeb-b14d-463c-840c-8f09df2f8f3b,100.0,basic_lti_launch,1651515575.0,1651515577.0,1659392827.0,efb28aa9-89bd-4fa8-853f-e695f05b57a9,16634899-514c-433a-b326-ba4050035b07,Sharable client-driven implementation,734833CSJ
50743,30,1-2022,7.0,1654560000.0,PRIMER PARCIAL(20),6.0,208621.0,Actividad Práctica Integradora 1 [API1],1650394500.0,1654484399.0,1653274800.0,1654484399.0,100.0,Trabajo Práctico 1 [TP1],9bb22fe8-981a-4516-b204-fe17763706da,75.83333333333333,online_quiz,1654566787.0,1654566787.0,1659392827.0,e2077cd6-3239-4c4c-9aeb-8a9d3cc0c8d5,83b2c63c-58a6-487f-965d-c7f71101c124,Automated leadingedge moderator,020124ZHU
51796,40,1-2022,10.0,1651449600.0,SEGUNDO PARCIAL(20),10.0,196650.0,Actividad Práctica Integradora 3 [API3],1645735503.0,1651460399.0,1647831600.0,1651460399.0,100.0,Autoevaluación de la Actividad Práctica 1 -M4,866ae2a5-51b4-4158-a13a-42e1afe7a468,75.0,online_quiz,1651411864.0,1651411864.0,1659392827.0,b572fa1d-034d-4198-8f1e-268e080fc1a1,2dd2ca01-a672-4eca-aca7-6fbc8cd01953,Exclusive cohesive framework,751782JNB
51798,40,1-2022,10.0,1651449600.0,SEGUNDO PARCIAL(20),10.0,196650.0,Actividad Práctica Integradora 3 [API3],1645735503.0,1651460399.0,1647831600.0,1651460399.0,100.0,Trabajo Práctico 4 - Avanzado [TP4],19651b2b-6012-4247-b493-daa1face2312,100.0,online_quiz,1651410919.0,1651410919.0,1659392827.0,b572fa1d-034d-4198-8f1e-268e080fc1a1,2dd2ca01-a672-4eca-aca7-6fbc8cd01953,Exclusive cohesive framework,751782JNB
51850,29,1-2022,10.0,1654473600.0,PRIMER PARCIAL(20),10.0,210743.0,Actividad Práctica Integradora 1 [API1],1650458913.0,1654484399.0,1653274800.0,1654484399.0,100.0,Trabajo Práctico 1 [TP1],1373564a-7f0d-4d3c-ac97-7afa70852cbc,90.0,online_quiz,1654459723.0,1654459723.0,1659392827.0,b572fa1d-034d-4198-8f1e-268e080fc1a1,076bbf49-961d-4bd7-92e9-3fd0796be1f7,Enhanced coherent conglomeration,751782JNB
